Profile by Address
00000000 ( 42.09%:   2139) Address 0
00016588 (  0.12%:      6) ogg_packet_release
00016a8c (  0.00%:      0) ogg_stream_packetout
00016a94 (  0.00%:      0) ogg_stream_packetpeek
00016a9c (  0.00%:      0) ogg_page_dup
00016b0c (  0.00%:      0) vorbis_comment_init
00016b80 (  0.00%:      0) vorbis_comment_query
00016c54 (  0.00%:      0) vorbis_comment_query_count
00016d04 (  0.00%:      0) vorbis_comment_clear
00016d90 (  0.00%:      0) vorbis_info_blocksize
00016da4 (  0.00%:      0) vorbis_info_init
00016dec (  0.00%:      0) vorbis_info_clear
00016f9c (  0.00%:      0) vorbis_dsp_headerin
000175b8 (  0.00%:      0) mapping_clear_info
00017634 (  0.00%:      0) mapping_info_unpack
00017888 (  0.77%:     39) mapping_inverse
00017d28 (  0.00%:      0) mdct_unroll_lap
00017fa4 (  0.00%:      0) mdct_backward
00018200 (  0.10%:      5) mdct_unroll_prelap
000182a0 (  0.08%:      4) mdct_unroll_postlap
00018364 (  2.74%:    139) mdct_unroll_part2
000183bc (  1.79%:     91) mdct_unroll_part3
00018414 (  0.67%:     34) mdct_shift_right
00018470 ( 12.20%:    620) mdct_backwardARM
00018dc0 (  0.00%:      0) _VDBG_dump
00018e24 (  0.00%:      0) _VDBG_malloc
00018f70 (  0.00%:      0) _VDBG_free
00018f98 (  0.00%:      0) res_clear_info
00018fe8 (  0.00%:      0) res_unpack
000191fc (  1.77%:     90) res_inverse
0001a6f8 (  0.00%:      0) ov_clear
0001a89c (  0.00%:      0) ov_test_callbacks
0001a8dc (  0.00%:      0) ov_test
0001a928 (  0.00%:      0) ov_streams
0001a930 (  0.00%:      0) ov_seekable
0001a938 (  0.00%:      0) ov_time_total
0001a9fc (  0.00%:      0) ov_bitrate
0001ab84 (  0.00%:      0) ov_bitrate_instant
0001ac00 (  0.00%:      0) ov_serialnumber
0001ac78 (  0.00%:      0) ov_raw_total
0001ad28 (  0.00%:      0) ov_pcm_total
0001adcc (  0.00%:      0) ov_raw_seek
0001b6bc (  0.00%:      0) ov_test_open
0001b6d4 (  0.00%:      0) ov_open_callbacks
0001b72c (  0.00%:      0) ov_open
0001b778 (  0.00%:      0) ov_pcm_seek_page
0001c020 (  0.00%:      0) ov_pcm_seek
0001c444 (  0.00%:      0) ov_time_seek
0001c5c4 (  0.00%:      0) ov_time_seek_page
0001c744 (  0.00%:      0) ov_raw_tell
0001c768 (  0.00%:      0) ov_pcm_tell
0001c78c (  0.00%:      0) ov_time_tell
0001c8a8 (  0.00%:      0) ov_info
0001c8ec (  0.02%:      1) ov_comment
0001c930 (  0.02%:      1) ov_read
0001ca10 (  0.00%:      0) stmiaTest
0001ca74 (  0.00%:      0) strTest
0001caf4 (  0.00%:      0) smullTest
0001cb38 (  0.00%:      0) __udivdi3
0001d0a8 (  0.00%:      0) __aeabi_drsub
0001d0b0 (  0.00%:      0) __aeabi_dsub
0001d0b0 (  0.00%:      0) __subdf3
0001d0b4 (  0.00%:      0) __adddf3
0001d0b4 (  0.00%:      0) __aeabi_dadd
0001d394 (  0.00%:      0) __aeabi_ui2d
0001d394 (  0.00%:      0) __floatunsidf
0001d3b8 (  0.00%:      0) __floatsidf
0001d3b8 (  0.00%:      0) __aeabi_i2d
0001d3e0 (  0.00%:      0) __extendsfdf2
0001d3e0 (  0.00%:      0) __aeabi_f2d
0001d420 (  0.00%:      0) __aeabi_ul2d
0001d420 (  0.00%:      0) __floatundidf
0001d434 (  0.00%:      0) __floatdidf
0001d434 (  0.00%:      0) __aeabi_l2d
0001d494 (  0.00%:      0) __aeabi_dmul
0001d494 (  0.00%:      0) __muldf3
0001d7bc (  0.00%:      0) __aeabi_ddiv
0001d7bc (  0.00%:      0) __divdf3
0001d9c0 (  0.06%:      3) __modsi3
0001daa4 (  0.28%:     14) __divsi3
0001dbcc (  0.00%:      0) __aeabi_idivmod
0001dbe4 (  0.14%:      7) __udivsi3
0001dcdc (  0.00%:      0) __aeabi_uidivmod
0001dcf4 (  0.00%:      0) __divdi3
0001e2b0 (  0.00%:      0) __umodsi3
0001e37c (  0.00%:      0) __aeabi_ldiv0
0001e37c (  0.00%:      0) __div0
0001e37c (  0.00%:      0) __aeabi_idiv0
0001e380 (  0.00%:      0) _XcptFilter
0001e38c (  0.00%:      0) __C_specific_handler
0001e398 (  0.00%:      0) LocalFree
0001e3a4 (  0.00%:      0) vsprintf
0001e3b0 (  0.00%:      0) OutputDebugStringW
0001e3bc (  0.39%:     20) fopen
0001e3c8 (  0.00%:      0) fwrite
0001e3d4 (  0.00%:      0) fread
0001e3e0 (  0.00%:      0) GetThreadTimes
0001e3ec (  0.00%:      0) Sleep
0001e3f8 (  0.04%:      2) fputc
0001e404 (  0.00%:      0) fclose
0001e410 (  0.00%:      0) memset
0001e41c (  0.00%:      0) GetThreadContext
0001e428 (  0.00%:      0) malloc
0001e434 (  0.00%:      0) CreateThread
0001e440 (  0.00%:      0) SetThreadPriority
0001e44c (  0.00%:      0) free
0001e458 (  0.00%:      0) calloc
0001e464 (  0.00%:      0) realloc
0001e470 (  0.00%:      0) memchr
0001e47c (  0.00%:      0) toupper
0001e488 (  0.00%:      0) strlen
0001e494 (  0.00%:      0) strcpy
0001e4a0 (  0.00%:      0) memcmp
0001e4ac (  0.00%:      0) _getstdfilex
0001e4b8 (  0.00%:      0) fprintf
0001e4c4 (  0.00%:      0) fseek
0001e4d0 (  0.00%:      0) memcpy
0001e4dc (  0.00%:      0) ftell
0001f018 (  0.00%:      0) crc_lookup
0001f418 (  0.00%:      0) start_time
00028764 (  0.00%:      0) FLOOR_fromdB_LOOKUP
00028b88 (  0.00%:      0) sincos_lookup0
00029b90 (  0.00%:      0) sincos_lookup1
0002ada4 (  0.00%:      0) __clz_tab
0002d014 (  0.00%:      0) global_bytes
0002d030 (  0.00%:      0) __onexitbegin
0002d034 (  0.00%:      0) __onexitend
0002d038 (  0.00%:      0) _exitflag
0002d03c (  0.00%:      0) pcmout
0002e03c (  0.00%:      0) ref
0002f03c (  0.00%:      0) text
0003003c (  0.00%:      0) speedblock
00039000 (  0.00%:      0) __IMPORT_DESCRIPTOR_COREDLL
00039014 (  0.00%:      0) __NULL_IMPORT_DESCRIPTOR
000390b8 (  0.00%:      0) __imp__XcptFilter
000390bc (  0.00%:      0) __imp___C_specific_handler
000390c0 (  0.00%:      0) __imp_LocalFree
000390c4 (  0.00%:      0) __imp_vsprintf
000390c8 (  0.00%:      0) __imp_OutputDebugStringW
000390cc (  0.00%:      0) __imp_fopen
000390d0 (  0.00%:      0) __imp_fwrite
000390d4 (  0.00%:      0) __imp_fread
000390d8 (  0.00%:      0) __imp_GetThreadTimes
000390dc (  0.00%:      0) __imp_Sleep
000390e0 (  0.00%:      0) __imp_fputc
000390e4 (  0.00%:      0) __imp_fclose
000390e8 (  0.00%:      0) __imp_memset
000390ec (  0.00%:      0) __imp_GetThreadContext
000390f0 (  0.00%:      0) __imp_malloc
000390f4 (  0.00%:      0) __imp_CreateThread
000390f8 (  0.00%:      0) __imp_SetThreadPriority
000390fc (  0.00%:      0) __imp_free
00039100 (  0.00%:      0) __imp_calloc
00039104 (  0.00%:      0) __imp_realloc
00039108 (  0.00%:      0) __imp_memchr
0003910c (  0.00%:      0) __imp_toupper
00039110 (  0.00%:      0) __imp_strlen
00039114 (  0.00%:      0) __imp_strcpy
00039118 (  0.00%:      0) __imp_memcmp
0003911c (  0.00%:      0) __imp__getstdfilex
00039120 (  0.00%:      0) __imp_fprintf
00039124 (  0.00%:      0) __imp_fseek
00039128 (  0.00%:      0) __imp_memcpy
0003912c (  0.00%:      0) __imp_ftell
0003a000 (  0.00%:      0) __xc_a
0003a004 (  0.00%:      0) __xc_z
0003a008 (  0.00%:      0) __xi_a
0003a00c (  0.00%:      0) __xi_z
0003a010 (  0.00%:      0) __xp_a
0003a014 (  0.00%:      0) __xp_z
0003a018 (  0.00%:      0) __xt_a
0003a01c (  0.00%:      0) __xt_z


Profile by Time
00000000 ( 42.09%:   2139) Address 0
00018470 ( 12.20%:    620) mdct_backwardARM
00013264 (  9.41%:    478) decode_packed_entry_number
0001341c (  5.51%:    280) decode_map
000135bc (  5.31%:    270) vorbis_book_decodevv_add
0001364c (  3.31%:    168) _checksum
00013238 (  2.77%:    141) decode_packed_entry_number_REALSTART
00018364 (  2.74%:    139) mdct_unroll_part2
00011ae0 (  2.48%:    126) oggpack_look
000183bc (  1.79%:     91) mdct_unroll_part3
000191fc (  1.77%:     90) res_inverse
00015698 (  1.40%:     71) ogg_buffer_dup
00015308 (  1.20%:     61) floor1_inverse2
00011aa4 (  1.10%:     56) oggpack_bits
000154c4 (  0.91%:     46) render_lineARM
0001501c (  0.85%:     43) floor1_inverse1
00017888 (  0.77%:     39) mapping_inverse
00018414 (  0.67%:     34) mdct_shift_right
00011984 (  0.65%:     33) Profile_init
0001e3bc (  0.39%:     20) fopen
000127e8 (  0.33%:     17) vorbis_book_unpack
00016050 (  0.33%:     17) ogg_sync_pageseek
0001daa4 (  0.28%:     14) __divsi3
00015ef8 (  0.22%:     11) ogg_sync_bufferin
00015fb4 (  0.16%:      8) ogg_sync_wrote
0001dbe4 (  0.14%:      7) __udivsi3
00014fc8 (  0.12%:      6) render_point
00014938 (  0.12%:      6) floor1_info_unpack
00016588 (  0.12%:      6) ogg_packet_release
00018200 (  0.10%:      5) mdct_unroll_prelap
000182a0 (  0.08%:      4) mdct_unroll_postlap
00015c70 (  0.08%:      4) ogg_page_granulepos
00016410 (  0.08%:      4) ogg_stream_pagein
00015d38 (  0.06%:      3) ogg_page_serialno
0001d9c0 (  0.06%:      3) __modsi3
00013918 (  0.06%:      3) vorbis_dsp_pcmout
00015c30 (  0.04%:      2) ogg_page_eos
00011cc4 (  0.04%:      2) oggpack_read
00015b70 (  0.04%:      2) ogg_page_version
00013b04 (  0.04%:      2) vorbis_dsp_synthesis
0001e3f8 (  0.04%:      2) fputc
00016370 (  0.04%:      2) ogg_stream_destroy
00016010 (  0.02%:      1) ogg_page_release
00015ea0 (  0.02%:      1) ogg_sync_destroy
00011c04 (  0.02%:      1) oggpack_adv
0001c8ec (  0.02%:      1) ov_comment
0001c930 (  0.02%:      1) ov_read
000137c8 (  0.02%:      1) vorbis_dsp_destroy
00012728 (  0.02%:      1) _book_maptype1_quantvals
00015bb0 (  0.00%:      0) ogg_page_continued
00015bf0 (  0.00%:      0) ogg_page_bos
0003a018 (  0.00%:      0) __xt_a
00015d78 (  0.00%:      0) ogg_page_pageno
00015db8 (  0.00%:      0) ogg_page_packets
00015e1c (  0.00%:      0) ogg_sync_create
00015e70 (  0.00%:      0) ogg_sync_reset
00011c8c (  0.00%:      0) oggpack_readinit
00011a74 (  0.00%:      0) oggpack_bytes
00016304 (  0.00%:      0) ogg_sync_pageout
0001634c (  0.00%:      0) ogg_stream_create
0003a01c (  0.00%:      0) __xt_z
000164f8 (  0.00%:      0) ogg_stream_reset
0001656c (  0.00%:      0) ogg_stream_reset_serialno
00011a60 (  0.00%:      0) oggpack_eop
00016a8c (  0.00%:      0) ogg_stream_packetout
00016a94 (  0.00%:      0) ogg_stream_packetpeek
00016a9c (  0.00%:      0) ogg_page_dup
00016b0c (  0.00%:      0) vorbis_comment_init
00016b80 (  0.00%:      0) vorbis_comment_query
00016c54 (  0.00%:      0) vorbis_comment_query_count
00016d04 (  0.00%:      0) vorbis_comment_clear
00016d90 (  0.00%:      0) vorbis_info_blocksize
00016da4 (  0.00%:      0) vorbis_info_init
00016dec (  0.00%:      0) vorbis_info_clear
00016f9c (  0.00%:      0) vorbis_dsp_headerin
000175b8 (  0.00%:      0) mapping_clear_info
00017634 (  0.00%:      0) mapping_info_unpack
000117d4 (  0.00%:      0) Profile_dump
00017d28 (  0.00%:      0) mdct_unroll_lap
00017fa4 (  0.00%:      0) mdct_backward
00011610 (  0.00%:      0) speedtest
000115d4 (  0.00%:      0) WinMain
000112b0 (  0.00%:      0) main2
000111e4 (  0.00%:      0) Output
000111d4 (  0.00%:      0) _c_exit
000111c4 (  0.00%:      0) _cexit
00018dc0 (  0.00%:      0) _VDBG_dump
00018e24 (  0.00%:      0) _VDBG_malloc
00018f70 (  0.00%:      0) _VDBG_free
00018f98 (  0.00%:      0) res_clear_info
00018fe8 (  0.00%:      0) res_unpack
000111b8 (  0.00%:      0) _exit
0001a6f8 (  0.00%:      0) ov_clear
0001a89c (  0.00%:      0) ov_test_callbacks
0001a8dc (  0.00%:      0) ov_test
0001a928 (  0.00%:      0) ov_streams
0001a930 (  0.00%:      0) ov_seekable
0001a938 (  0.00%:      0) ov_time_total
0001a9fc (  0.00%:      0) ov_bitrate
0001ab84 (  0.00%:      0) ov_bitrate_instant
0001ac00 (  0.00%:      0) ov_serialnumber
0001ac78 (  0.00%:      0) ov_raw_total
0001ad28 (  0.00%:      0) ov_pcm_total
0001adcc (  0.00%:      0) ov_raw_seek
0001b6bc (  0.00%:      0) ov_test_open
0001b6d4 (  0.00%:      0) ov_open_callbacks
0001b72c (  0.00%:      0) ov_open
0001b778 (  0.00%:      0) ov_pcm_seek_page
0001c020 (  0.00%:      0) ov_pcm_seek
0001c444 (  0.00%:      0) ov_time_seek
0001c5c4 (  0.00%:      0) ov_time_seek_page
0001c744 (  0.00%:      0) ov_raw_tell
0001c768 (  0.00%:      0) ov_pcm_tell
0001c78c (  0.00%:      0) ov_time_tell
0001c8a8 (  0.00%:      0) ov_info
0001ca10 (  0.00%:      0) stmiaTest
0001ca74 (  0.00%:      0) strTest
0001caf4 (  0.00%:      0) smullTest
0001cb38 (  0.00%:      0) __udivdi3
0001d0a8 (  0.00%:      0) __aeabi_drsub
0001d0b0 (  0.00%:      0) __aeabi_dsub
0001d0b0 (  0.00%:      0) __subdf3
0001d0b4 (  0.00%:      0) __adddf3
0001d0b4 (  0.00%:      0) __aeabi_dadd
0001d394 (  0.00%:      0) __aeabi_ui2d
0001d394 (  0.00%:      0) __floatunsidf
0001d3b8 (  0.00%:      0) __floatsidf
0001d3b8 (  0.00%:      0) __aeabi_i2d
0001d3e0 (  0.00%:      0) __extendsfdf2
0001d3e0 (  0.00%:      0) __aeabi_f2d
0001d420 (  0.00%:      0) __aeabi_ul2d
0001d420 (  0.00%:      0) __floatundidf
0001d434 (  0.00%:      0) __floatdidf
0001d434 (  0.00%:      0) __aeabi_l2d
0001d494 (  0.00%:      0) __aeabi_dmul
0001d494 (  0.00%:      0) __muldf3
0001d7bc (  0.00%:      0) __aeabi_ddiv
0001d7bc (  0.00%:      0) __divdf3
000110d8 (  0.00%:      0) exit
0001dbcc (  0.00%:      0) __aeabi_idivmod
00011078 (  0.00%:      0) _cinit
0001dcdc (  0.00%:      0) __aeabi_uidivmod
0001dcf4 (  0.00%:      0) __divdi3
0001e2b0 (  0.00%:      0) __umodsi3
0001e37c (  0.00%:      0) __aeabi_ldiv0
0001e37c (  0.00%:      0) __div0
0001e37c (  0.00%:      0) __aeabi_idiv0
0001e380 (  0.00%:      0) _XcptFilter
0001e38c (  0.00%:      0) __C_specific_handler
0001e398 (  0.00%:      0) LocalFree
0001e3a4 (  0.00%:      0) vsprintf
0001e3b0 (  0.00%:      0) OutputDebugStringW
00011008 (  0.00%:      0) WinMainCRTStartup
0001e3c8 (  0.00%:      0) fwrite
0001e3d4 (  0.00%:      0) fread
0001e3e0 (  0.00%:      0) GetThreadTimes
0001e3ec (  0.00%:      0) Sleep
0001e404 (  0.00%:      0) fclose
0001e410 (  0.00%:      0) memset
0001e41c (  0.00%:      0) GetThreadContext
0001e428 (  0.00%:      0) malloc
0001e434 (  0.00%:      0) CreateThread
0001e440 (  0.00%:      0) SetThreadPriority
0001e44c (  0.00%:      0) free
0001e458 (  0.00%:      0) calloc
0001e464 (  0.00%:      0) realloc
0001e470 (  0.00%:      0) memchr
0001e47c (  0.00%:      0) toupper
0001e488 (  0.00%:      0) strlen
0001e494 (  0.00%:      0) strcpy
0001e4a0 (  0.00%:      0) memcmp
0001e4ac (  0.00%:      0) _getstdfilex
0001e4b8 (  0.00%:      0) fprintf
0001e4c4 (  0.00%:      0) fseek
0001e4d0 (  0.00%:      0) memcpy
0001e4dc (  0.00%:      0) ftell
0001f018 (  0.00%:      0) crc_lookup
0001f418 (  0.00%:      0) start_time
00028764 (  0.00%:      0) FLOOR_fromdB_LOOKUP
00028b88 (  0.00%:      0) sincos_lookup0
00029b90 (  0.00%:      0) sincos_lookup1
0002ada4 (  0.00%:      0) __clz_tab
0002d014 (  0.00%:      0) global_bytes
0002d030 (  0.00%:      0) __onexitbegin
0002d034 (  0.00%:      0) __onexitend
0002d038 (  0.00%:      0) _exitflag
0002d03c (  0.00%:      0) pcmout
0002e03c (  0.00%:      0) ref
0002f03c (  0.00%:      0) text
0003003c (  0.00%:      0) speedblock
00039000 (  0.00%:      0) __IMPORT_DESCRIPTOR_COREDLL
00039014 (  0.00%:      0) __NULL_IMPORT_DESCRIPTOR
000390b8 (  0.00%:      0) __imp__XcptFilter
000390bc (  0.00%:      0) __imp___C_specific_handler
000390c0 (  0.00%:      0) __imp_LocalFree
000390c4 (  0.00%:      0) __imp_vsprintf
000390c8 (  0.00%:      0) __imp_OutputDebugStringW
000390cc (  0.00%:      0) __imp_fopen
000390d0 (  0.00%:      0) __imp_fwrite
000390d4 (  0.00%:      0) __imp_fread
000390d8 (  0.00%:      0) __imp_GetThreadTimes
000390dc (  0.00%:      0) __imp_Sleep
000390e0 (  0.00%:      0) __imp_fputc
000390e4 (  0.00%:      0) __imp_fclose
000390e8 (  0.00%:      0) __imp_memset
000390ec (  0.00%:      0) __imp_GetThreadContext
000390f0 (  0.00%:      0) __imp_malloc
000390f4 (  0.00%:      0) __imp_CreateThread
000390f8 (  0.00%:      0) __imp_SetThreadPriority
000390fc (  0.00%:      0) __imp_free
00039100 (  0.00%:      0) __imp_calloc
00039104 (  0.00%:      0) __imp_realloc
00039108 (  0.00%:      0) __imp_memchr
0003910c (  0.00%:      0) __imp_toupper
00039110 (  0.00%:      0) __imp_strlen
00039114 (  0.00%:      0) __imp_strcpy
00039118 (  0.00%:      0) __imp_memcmp
0003911c (  0.00%:      0) __imp__getstdfilex
00039120 (  0.00%:      0) __imp_fprintf
00039124 (  0.00%:      0) __imp_fseek
00039128 (  0.00%:      0) __imp_memcpy
0003912c (  0.00%:      0) __imp_ftell
0003a000 (  0.00%:      0) __xc_a
0003a004 (  0.00%:      0) __xc_z
0003a008 (  0.00%:      0) __xi_a
0003a00c (  0.00%:      0) __xi_z
0003a010 (  0.00%:      0) __xp_a
0003a014 (  0.00%:      0) __xp_z
00013160 (  0.00%:      0) vorbis_book_decodev_set
000136ac (  0.00%:      0) vorbis_dsp_restart
000130c8 (  0.00%:      0) vorbis_book_decodev_add
00013714 (  0.00%:      0) vorbis_dsp_create
00013a44 (  0.00%:      0) vorbis_dsp_read
00013a84 (  0.00%:      0) vorbis_packet_blocksize
00013f04 (  0.00%:      0) floor0_free_info
00013f10 (  0.00%:      0) floor0_info_unpack
00014020 (  0.00%:      0) floor0_memosize
0001402c (  0.00%:      0) floor0_inverse1
00014188 (  0.00%:      0) vorbis_lsp_to_curve
000147ec (  0.00%:      0) floor0_inverse2
00014880 (  0.00%:      0) floor1_free_info
00013020 (  0.00%:      0) vorbis_book_decodevs_add
00013008 (  0.00%:      0) vorbis_book_decode
00015014 (  0.00%:      0) floor1_memosize
000127a8 (  0.00%:      0) vorbis_book_clear
00011e58 (  0.00%:      0) _ilog
